size_per_buffer_bytes,read_footprint_bytes,total_footprint_bytes,reuse_N,blocks,threads_per_block,saturated,trials,time_ms_median,time_ms_min,time_ms_max,time_ms_std,per_launch_ms_median,achieved_GBps_median,gpu_clock_mhz,power_mode,soc_temp_c,cuda_version,driver_version
524288,1048576,1572864,16,16,256,0,10,0.159968,0.158016,0.165984,0.002080,0.009998,157.318,1300,MAXN,53.0,13.2,13.2
524288,1048576,1572864,16,32,256,0,10,0.112032,0.109952,0.117088,0.001763,0.007002,224.631,1300,MAXN,53.0,13.2,13.2
524288,1048576,1572864,16,64,256,1,10,0.097216,0.096224,0.101024,0.001331,0.006076,258.865,1300,MAXN,53.0,13.2,13.2
524288,1048576,1572864,16,128,256,0,10,0.100416,0.098720,0.133792,0.010097,0.006276,250.616,1300,MAXN,53.0,13.2,13.2
524288,1048576,1572864,16,256,256,1,10,0.097744,0.096032,0.101056,0.001409,0.006109,257.467,1300,MAXN,53.0,13.2,13.2
524288,1048576,1572864,16,512,256,0,10,0.103328,0.102112,0.105856,0.001110,0.006458,243.553,1300,MAXN,53.0,13.2,13.2
524288,1048576,1572864,16,1024,256,0,10,0.120224,0.118624,0.123680,0.001631,0.007514,209.324,1300,MAXN,53.0,13.2,13.2
524288,1048576,1572864,32,16,256,0,10,0.314192,0.312032,0.320608,0.002352,0.009819,160.194,1300,MAXN,53.0,13.2,13.2
524288,1048576,1572864,32,32,256,0,10,0.219200,0.218240,0.224192,0.001849,0.006850,229.615,1300,MAXN,53.0,13.2,13.2
524288,1048576,1572864,32,64,256,1,10,0.190192,0.188160,0.192512,0.001472,0.005943,264.636,1300,MAXN,53.0,13.2,13.2
524288,1048576,1572864,32,128,256,0,10,0.195472,0.193728,0.199904,0.001628,0.006109,257.488,1300,MAXN,53.0,13.2,13.2
524288,1048576,1572864,32,256,256,1,10,0.191904,0.189248,0.198240,0.002489,0.005997,262.275,1300,MAXN,53.0,13.2,13.2
524288,1048576,1572864,32,512,256,0,10,0.203472,0.201408,0.206016,0.001189,0.006359,247.364,1300,MAXN,53.0,13.2,13.2
524288,1048576,1572864,32,1024,256,0,10,0.237152,0.234944,0.241184,0.001560,0.007411,212.234,1300,MAXN,53.0,13.2,13.2
1048576,2097152,3145728,1,16,256,0,10,0.019376,0.019264,0.023904,0.001409,0.019376,162.352,1300,MAXN,53.0,13.2,13.2
1048576,2097152,3145728,1,32,256,0,10,0.013568,0.013184,0.017888,0.001358,0.013568,231.849,1300,MAXN,53.0,13.2,13.2
1048576,2097152,3145728,1,64,256,1,10,0.011632,0.011200,0.016352,0.001446,0.011632,270.437,1300,MAXN,53.0,13.2,13.2
1048576,2097152,3145728,1,128,256,0,10,0.012272,0.011648,0.016288,0.001286,0.012272,256.334,1300,MAXN,53.0,13.2,13.2
1048576,2097152,3145728,1,256,256,1,10,0.011808,0.011552,0.018336,0.001954,0.011808,266.407,1300,MAXN,53.0,13.2,13.2
1048576,2097152,3145728,1,512,256,1,10,0.011856,0.010944,0.016128,0.001361,0.011856,265.328,1300,MAXN,53.0,13.2,13.2
1048576,2097152,3145728,1,1024,256,0,10,0.012528,0.011552,0.016544,0.001319,0.012528,251.096,1300,MAXN,53.0,13.2,13.2
1048576,2097152,3145728,2,16,256,0,10,0.035808,0.035008,0.040704,0.001530,0.017904,175.700,1300,MAXN,53.0,13.2,13.2
1048576,2097152,3145728,2,32,256,0,10,0.023536,0.022592,0.026944,0.001149,0.011768,267.312,1300,MAXN,53.0,13.2,13.2
1048576,2097152,3145728,2,64,256,1,10,0.019792,0.018624,0.023616,0.001336,0.009896,317.879,1300,MAXN,53.0,13.2,13.2
1048576,2097152,3145728,2,128,256,0,10,0.020288,0.019232,0.023744,0.001208,0.010144,310.107,1300,MAXN,53.0,13.2,13.2
1048576,2097152,3145728,2,256,256,1,10,0.019696,0.018560,0.025472,0.001835,0.009848,319.428,1300,MAXN,53.0,13.2,13.2
1048576,2097152,3145728,2,512,256,1,10,0.019712,0.018848,0.023552,0.001205,0.009856,319.169,1300,MAXN,53.0,13.2,13.2
1048576,2097152,3145728,2,1024,256,0,10,0.020832,0.020640,0.027904,0.002119,0.010416,302.009,1300,MAXN,53.0,13.2,13.2
1048576,2097152,3145728,4,16,256,0,10,0.067856,0.067104,0.071520,0.001213,0.016964,185.436,1300,MAXN,53.0,13.2,13.2
1048576,2097152,3145728,4,32,256,0,10,0.043664,0.043008,0.049664,0.001851,0.010916,288.176,1300,MAXN,53.0,13.2,13.2
1048576,2097152,3145728,4,64,256,1,10,0.035696,0.034880,0.041792,0.001971,0.008924,352.502,1300,MAXN,53.0,13.2,13.2
1048576,2097152,3145728,4,128,256,0,10,0.038176,0.037248,0.043712,0.001726,0.009544,329.603,1300,MAXN,53.0,13.2,13.2
1048576,2097152,3145728,4,256,256,1,10,0.036096,0.035168,0.042848,0.002128,0.009024,348.596,1300,MAXN,53.0,13.2,13.2
1048576,2097152,3145728,4,512,256,0,10,0.036432,0.035936,0.039808,0.001053,0.009108,345.381,1300,MAXN,53.0,13.2,13.2
1048576,2097152,3145728,4,1024,256,0,10,0.038544,0.037728,0.041792,0.001121,0.009636,326.456,1300,MAXN,53.0,13.2,13.2
1048576,2097152,3145728,8,16,256,0,10,0.131760,0.131136,0.135488,0.001243,0.016470,190.997,1300,MAXN,53.0,13.2,13.2
1048576,2097152,3145728,8,32,256,0,10,0.084304,0.081952,0.091232,0.002300,0.010538,298.513,1300,MAXN,53.0,13.2,13.2
1048576,2097152,3145728,8,64,256,1,10,0.068752,0.067840,0.073664,0.001611,0.008594,366.038,1300,MAXN,53.0,13.2,13.2
1048576,2097152,3145728,8,128,256,0,10,0.073040,0.072096,0.076096,0.001080,0.009130,344.549,1300,MAXN,53.0,13.2,13.2
1048576,2097152,3145728,8,256,256,1,10,0.068896,0.068160,0.074560,0.001747,0.008612,365.273,1300,MAXN,53.0,13.2,13.2
1048576,2097152,3145728,8,512,256,1,10,0.069648,0.067744,0.072640,0.001373,0.008706,361.329,1300,MAXN,53.0,13.2,13.2
1048576,2097152,3145728,8,1024,256,0,10,0.073360,0.072896,0.081600,0.002475,0.009170,343.046,1300,MAXN,53.0,13.2,13.2
1048576,2097152,3145728,16,16,256,0,10,0.260976,0.259136,0.262912,0.001026,0.016311,192.859,1300,MAXN,53.0,13.2,13.2
1048576,2097152,3145728,16,32,256,0,10,0.164848,0.164096,0.167744,0.001006,0.010303,305.322,1300,MAXN,53.0,13.2,13.2
1048576,2097152,3145728,16,64,256,1,10,0.134256,0.133440,0.140960,0.002104,0.008391,374.893,1300,MAXN,53.0,13.2,13.2
1048576,2097152,3145728,16,128,256,0,10,0.141792,0.141184,0.144576,0.001016,0.008862,354.968,1300,MAXN,53.0,13.2,13.2
1048576,2097152,3145728,16,256,256,1,10,0.134640,0.133504,0.138144,0.001234,0.008415,373.824,1300,MAXN,53.0,13.2,13.2
1048576,2097152,3145728,16,512,256,1,10,0.135552,0.134240,0.138496,0.001178,0.008472,371.309,1300,MAXN,53.0,13.2,13.2
1048576,2097152,3145728,16,1024,256,0,10,0.144208,0.142272,0.145344,0.000856,0.009013,349.021,1300,MAXN,53.0,13.2,13.2
1048576,2097152,3145728,32,16,256,0,10,0.517680,0.515904,0.520416,0.001172,0.016178,194.451,1300,MAXN,53.0,13.2,13.2
1048576,2097152,3145728,32,32,256,0,10,0.326368,0.324000,0.330848,0.001938,0.010199,308.435,1300,MAXN,53.0,13.2,13.2
1048576,2097152,3145728,32,64,256,1,10,0.264960,0.263712,0.271552,0.002089,0.008280,379.919,1300,MAXN,53.0,13.2,13.2
1048576,2097152,3145728,32,128,256,0,10,0.280224,0.279040,0.282912,0.001179,0.008757,359.224,1300,MAXN,53.0,13.2,13.2
1048576,2097152,3145728,32,256,256,1,10,0.266480,0.263104,0.273152,0.002395,0.008327,377.752,1300,MAXN,53.0,13.2,13.2
1048576,2097152,3145728,32,512,256,1,10,0.266752,0.263616,0.269856,0.001567,0.008336,377.367,1300,MAXN,53.0,13.2,13.2
1048576,2097152,3145728,32,1024,256,0,10,0.283984,0.283296,0.290752,0.002121,0.008875,354.468,1300,MAXN,53.0,13.2,13.2
2097152,4194304,6291456,1,16,256,0,10,0.097056,0.096320,0.100416,0.001108,0.097056,64.823,1300,MAXN,53.0,13.2,13.2
2097152,4194304,6291456,1,32,256,0,10,0.058352,0.057344,0.063744,0.001716,0.058352,107.819,1300,MAXN,53.0,13.2,13.2
2097152,4194304,6291456,1,64,256,0,10,0.044160,0.042880,0.047776,0.001329,0.044160,142.470,1300,MAXN,53.0,13.2,13.2
2097152,4194304,6291456,1,128,256,0,10,0.044992,0.044096,0.050176,0.001651,0.044992,139.835,1300,MAXN,53.0,13.2,13.2
2097152,4194304,6291456,1,256,256,1,10,0.041248,0.040704,0.048448,0.002192,0.041248,152.528,1300,MAXN,53.0,13.2,13.2
2097152,4194304,6291456,1,512,256,1,10,0.041536,0.040864,0.046784,0.001617,0.041536,151.470,1300,MAXN,53.0,13.2,13.2
2097152,4194304,6291456,1,1024,256,1,10,0.041024,0.040512,0.046272,0.001609,0.041024,153.360,1300,MAXN,53.0,13.2,13.2
2097152,4194304,6291456,2,16,256,0,10,0.191056,0.189760,0.195872,0.001660,0.095528,65.860,1300,MAXN,53.0,13.2,13.2
2097152,4194304,6291456,2,32,256,0,10,0.113312,0.112384,0.116224,0.001002,0.056656,111.047,1300,MAXN,53.0,13.2,13.2
2097152,4194304,6291456,2,64,256,0,10,0.084752,0.082688,0.090016,0.001830,0.042376,148.467,1300,MAXN,53.0,13.2,13.2
2097152,4194304,6291456,2,128,256,0,10,0.087280,0.086624,0.093792,0.002057,0.043640,144.167,1300,MAXN,53.0,13.2,13.2
2097152,4194304,6291456,2,256,256,1,10,0.079568,0.079040,0.084768,0.001611,0.039784,158.140,1300,MAXN,53.0,13.2,13.2
2097152,4194304,6291456,2,512,256,1,10,0.079632,0.078880,0.084352,0.001461,0.039816,158.013,1300,MAXN,53.0,13.2,13.2
2097152,4194304,6291456,2,1024,256,1,10,0.078992,0.078432,0.084032,0.001579,0.039496,159.294,1300,MAXN,53.0,13.2,13.2
2097152,4194304,6291456,4,16,256,0,10,0.378192,0.376736,0.383680,0.001860,0.094548,66.542,1300,MAXN,53.0,13.2,13.2
2097152,4194304,6291456,4,32,256,0,10,0.223456,0.220928,0.226368,0.001574,0.055864,112.621,1300,MAXN,53.0,13.2,13.2
2097152,4194304,6291456,4,64,256,0,10,0.166112,0.164992,0.170208,0.001442,0.041528,151.499,1300,MAXN,53.0,13.2,13.2
2097152,4194304,6291456,4,128,256,0,10,0.171216,0.170176,0.177024,0.001868,0.042804,146.983,1300,MAXN,53.0,13.2,13.2
2097152,4194304,6291456,4,256,256,1,10,0.156272,0.154656,0.162016,0.001888,0.039068,161.039,1300,MAXN,53.0,13.2,13.2
2097152,4194304,6291456,4,512,256,1,10,0.156624,0.156288,0.160960,0.001413,0.039156,160.677,1300,MAXN,53.0,13.2,13.2
2097152,4194304,6291456,4,1024,256,1,10,0.154448,0.153984,0.159328,0.001511,0.038612,162.940,1300,MAXN,53.0,13.2,13.2
2097152,4194304,6291456,8,16,256,0,10,0.754144,0.751776,0.759296,0.002039,0.094268,66.740,1300,MAXN,53.0,13.2,13.2
2097152,4194304,6291456,8,32,256,0,10,0.444080,0.440800,0.449088,0.002326,0.055510,113.339,1300,MAXN,53.0,13.2,13.2
2097152,4194304,6291456,8,64,256,0,10,0.329232,0.327360,0.333632,0.001849,0.041154,152.876,1300,MAXN,53.0,13.2,13.2
2097152,4194304,6291456,8,128,256,0,10,0.339344,0.337280,0.342240,0.001522,0.042418,148.320,1300,MAXN,53.0,13.2,13.2
2097152,4194304,6291456,8,256,256,1,10,0.309712,0.308128,0.314304,0.001849,0.038714,162.511,1300,MAXN,53.0,13.2,13.2
2097152,4194304,6291456,8,512,256,1,10,0.310160,0.308832,0.315552,0.001765,0.038770,162.276,1300,MAXN,53.0,13.2,13.2
2097152,4194304,6291456,8,1024,256,1,10,0.305424,0.305024,0.311296,0.001928,0.038178,164.793,1300,MAXN,53.0,13.2,13.2
2097152,4194304,6291456,16,16,256,0,10,1.505472,1.501056,1.512864,0.003620,0.094092,66.865,1300,MAXN,53.0,13.2,13.2
2097152,4194304,6291456,16,32,256,0,10,0.885488,0.880416,0.894912,0.003822,0.055343,113.681,1300,MAXN,53.0,13.2,13.2
2097152,4194304,6291456,16,64,256,0,10,0.655984,0.653472,0.660448,0.002334,0.040999,153.454,1300,MAXN,53.0,13.2,13.2
2097152,4194304,6291456,16,128,256,0,10,0.676528,0.673696,0.679808,0.001711,0.042283,148.794,1300,MAXN,53.0,13.2,13.2
2097152,4194304,6291456,16,256,256,1,10,0.617856,0.615232,0.622368,0.002004,0.038616,162.924,1300,MAXN,53.0,13.2,13.2
2097152,4194304,6291456,16,512,256,1,10,0.617648,0.616096,0.621344,0.001409,0.038603,162.978,1300,MAXN,53.0,13.2,13.2
2097152,4194304,6291456,16,1024,256,1,10,0.609200,0.607456,0.616064,0.002361,0.038075,165.239,1300,MAXN,53.0,13.2,13.2
2097152,4194304,6291456,32,16,256,0,10,3.007360,3.001408,3.013344,0.002876,0.093980,66.945,1300,MAXN,53.0,13.2,13.2
2097152,4194304,6291456,32,32,256,0,10,1.765104,1.760704,1.772832,0.003090,0.055159,114.059,1300,MAXN,53.0,13.2,13.2
2097152,4194304,6291456,32,64,256,0,10,1.310368,1.304640,1.314336,0.002880,0.040949,153.641,1300,MAXN,53.0,13.2,13.2
2097152,4194304,6291456,32,128,256,0,10,1.349024,1.346656,1.354688,0.002149,0.042157,149.239,1300,MAXN,53.0,13.2,13.2
2097152,4194304,6291456,32,256,256,1,10,1.230560,1.228736,1.231744,0.000996,0.038455,163.606,1300,MAXN,53.0,13.2,13.2
2097152,4194304,6291456,32,512,256,1,10,1.232368,1.230976,1.234432,0.000971,0.038512,163.366,1300,MAXN,53.0,13.2,13.2
2097152,4194304,6291456,32,1024,256,1,10,1.215440,1.213248,1.220192,0.001789,0.037982,165.641,1300,MAXN,53.0,13.2,13.2
3145728,6291456,9437184,1,16,256,0,10,0.142144,0.141120,0.145216,0.001106,0.142144,66.392,1300,MAXN,53.0,13.2,13.2
3145728,6291456,9437184,1,32,256,0,10,0.083152,0.081696,0.087616,0.001574,0.083152,113.493,1300,MAXN,53.0,13.2,13.2
3145728,6291456,9437184,1,64,256,0,10,0.061600,0.060704,0.066880,0.001808,0.061600,153.201,1300,MAXN,53.0,13.2,13.2
3145728,6291456,9437184,1,128,256,0,10,0.064320,0.063200,0.068672,0.001433,0.064320,146.722,1300,MAXN,53.0,13.2,13.2
3145728,6291456,9437184,1,256,256,1,10,0.058368,0.057088,0.063616,0.001728,0.058368,161.684,1300,MAXN,53.0,13.2,13.2
3145728,6291456,9437184,1,512,256,0,10,0.058848,0.058144,0.064064,0.001614,0.058848,160.365,1300,MAXN,53.0,13.2,13.2
3145728,6291456,9437184,1,1024,256,1,10,0.057296,0.057088,0.063232,0.001805,0.057296,164.709,1300,MAXN,53.0,13.2,13.2
3145728,6291456,9437184,2,16,256,0,10,0.280800,0.279776,0.287520,0.002089,0.140400,67.216,1300,MAXN,53.0,13.2,13.2
3145728,6291456,9437184,2,32,256,0,10,0.163856,0.162144,0.170784,0.002373,0.081928,115.189,1300,MAXN,53.0,13.2,13.2
3145728,6291456,9437184,2,64,256,0,10,0.120048,0.118784,0.127168,0.002230,0.060024,157.224,1300,MAXN,53.0,13.2,13.2
3145728,6291456,9437184,2,128,256,0,10,0.125296,0.123488,0.131648,0.002151,0.062648,150.638,1300,MAXN,53.0,13.2,13.2
3145728,6291456,9437184,2,256,256,0,10,0.115344,0.113344,0.117056,0.001073,0.057672,163.635,1300,MAXN,53.0,13.2,13.2
3145728,6291456,9437184,2,512,256,0,10,0.114688,0.112992,0.120544,0.002049,0.057344,164.571,1300,MAXN,53.0,13.2,13.2
3145728,6291456,9437184,2,1024,256,1,10,0.111856,0.111360,0.117344,0.001705,0.055928,168.738,1300,MAXN,53.0,13.2,13.2
3145728,6291456,9437184,4,16,256,0,10,0.559984,0.558752,0.564320,0.001622,0.139996,67.410,1300,MAXN,53.0,13.2,13.2
3145728,6291456,9437184,4,32,256,0,10,0.321296,0.320192,0.327392,0.002259,0.080324,117.489,1300,MAXN,53.0,13.2,13.2
3145728,6291456,9437184,4,64,256,0,10,0.236416,0.235424,0.242784,0.002093,0.059104,159.671,1300,MAXN,53.0,13.2,13.2
3145728,6291456,9437184,4,128,256,0,10,0.246896,0.246144,0.251808,0.001620,0.061724,152.893,1300,MAXN,53.0,13.2,13.2
3145728,6291456,9437184,4,256,256,1,10,0.224288,0.222752,0.231296,0.002328,0.056072,168.305,1300,MAXN,53.0,13.2,13.2
3145728,6291456,9437184,4,512,256,0,10,0.225520,0.224736,0.230528,0.001595,0.056380,167.385,1300,MAXN,53.0,13.2,13.2
3145728,6291456,9437184,4,1024,256,1,10,0.220560,0.219680,0.224736,0.001308,0.055140,171.150,1300,MAXN,53.0,13.2,13.2
3145728,6291456,9437184,8,16,256,0,10,1.117568,1.114688,1.123808,0.002723,0.139696,67.555,1300,MAXN,53.0,13.2,13.2
3145728,6291456,9437184,8,32,256,0,10,0.642432,0.638880,0.649120,0.002620,0.080304,117.518,1300,MAXN,53.0,13.2,13.2
3145728,6291456,9437184,8,64,256,0,10,0.470576,0.468640,0.475456,0.002254,0.058822,160.436,1300,MAXN,53.0,13.2,13.2
3145728,6291456,9437184,8,128,256,0,10,0.491232,0.488992,0.499264,0.003114,0.061404,153.690,1300,MAXN,53.0,13.2,13.2
3145728,6291456,9437184,8,256,256,1,10,0.445776,0.444704,0.452864,0.002318,0.055722,169.362,1300,MAXN,53.0,13.2,13.2
3145728,6291456,9437184,8,512,256,0,10,0.447856,0.445920,0.453184,0.002067,0.055982,168.575,1300,MAXN,53.0,13.2,13.2
3145728,6291456,9437184,8,1024,256,1,10,0.438496,0.436672,0.443584,0.002075,0.054812,172.174,1300,MAXN,53.0,13.2,13.2
3145728,6291456,9437184,16,16,256,0,10,2.230416,2.226496,2.232704,0.002148,0.139401,67.698,1300,MAXN,53.0,13.2,13.2
3145728,6291456,9437184,16,32,256,0,10,1.280208,1.276576,1.287200,0.002889,0.080013,117.946,1300,MAXN,53.0,13.2,13.2
3145728,6291456,9437184,16,64,256,0,10,0.939520,0.936416,0.943296,0.002127,0.058720,160.715,1300,MAXN,53.0,13.2,13.2
3145728,6291456,9437184,16,128,256,0,10,0.980464,0.977472,0.985312,0.001921,0.061279,154.004,1300,MAXN,53.0,13.2,13.2
3145728,6291456,9437184,16,256,256,1,10,0.888976,0.885632,0.893120,0.002277,0.055561,169.853,1300,MAXN,53.0,13.2,13.2
3145728,6291456,9437184,16,512,256,0,10,0.893200,0.889600,0.896960,0.001824,0.055825,169.049,1300,MAXN,53.0,13.2,13.2
3145728,6291456,9437184,16,1024,256,1,10,0.872656,0.871968,0.875712,0.001328,0.054541,173.029,1300,MAXN,53.0,13.2,13.2
3145728,6291456,9437184,32,16,256,0,10,4.456352,4.455168,4.458368,0.001105,0.139261,67.766,1300,MAXN,53.0,13.2,13.2
3145728,6291456,9437184,32,32,256,0,10,2.559056,2.553184,2.565984,0.004213,0.079971,118.008,1300,MAXN,53.0,13.2,13.2
3145728,6291456,9437184,32,64,256,0,10,1.873936,1.871648,1.879488,0.002105,0.058560,161.153,1300,MAXN,53.0,13.2,13.2
3145728,6291456,9437184,32,128,256,0,10,1.958320,1.953984,1.965920,0.004024,0.061198,154.209,1300,MAXN,53.0,13.2,13.2
3145728,6291456,9437184,32,256,256,1,10,1.773424,1.770784,1.778336,0.001959,0.055420,170.286,1300,MAXN,53.0,13.2,13.2
3145728,6291456,9437184,32,512,256,0,10,1.783536,1.781120,1.785856,0.001453,0.055735,169.321,1300,MAXN,53.0,13.2,13.2
3145728,6291456,9437184,32,1024,256,1,10,1.743552,1.742368,1.748416,0.002146,0.054486,173.204,1300,MAXN,53.0,13.2,13.2
4194304,8388608,12582912,1,16,256,0,10,0.186864,0.185984,0.189152,0.000935,0.186864,67.337,1300,MAXN,53.0,13.2,13.2
4194304,8388608,12582912,1,32,256,0,10,0.107168,0.106496,0.109952,0.000927,0.107168,117.413,1300,MAXN,53.0,13.2,13.2
4194304,8388608,12582912,1,64,256,0,10,0.079024,0.078080,0.084480,0.001727,0.079024,159.229,1300,MAXN,53.0,13.2,13.2
4194304,8388608,12582912,1,128,256,0,10,0.082848,0.082016,0.087552,0.001592,0.082848,151.879,1300,MAXN,53.0,13.2,13.2
4194304,8388608,12582912,1,256,256,0,10,0.075808,0.074752,0.080992,0.001660,0.075808,165.984,1300,MAXN,53.0,13.2,13.2
4194304,8388608,12582912,1,512,256,0,10,0.075600,0.074944,0.081088,0.001747,0.075600,166.441,1300,MAXN,53.0,13.2,13.2
4194304,8388608,12582912,1,1024,256,1,10,0.073856,0.073120,0.079328,0.001697,0.073856,170.371,1300,MAXN,53.0,13.2,13.2
4194304,8388608,12582912,2,16,256,0,10,0.369424,0.368608,0.377216,0.002402,0.184712,68.122,1300,MAXN,53.0,13.2,13.2
4194304,8388608,12582912,2,32,256,0,10,0.211792,0.209952,0.214080,0.001042,0.105896,118.823,1300,MAXN,53.0,13.2,13.2
4194304,8388608,12582912,2,64,256,0,10,0.155088,0.152768,0.160224,0.002007,0.077544,162.268,1300,MAXN,53.0,13.2,13.2
4194304,8388608,12582912,2,128,256,0,10,0.162000,0.161280,0.164768,0.000956,0.081000,155.345,1300,MAXN,53.0,13.2,13.2
4194304,8388608,12582912,2,256,256,0,10,0.148032,0.146816,0.152416,0.001626,0.074016,170.003,1300,MAXN,53.0,13.2,13.2
4194304,8388608,12582912,2,512,256,0,10,0.148352,0.147264,0.152480,0.001385,0.074176,169.636,1300,MAXN,53.0,13.2,13.2
4194304,8388608,12582912,2,1024,256,1,10,0.144672,0.143840,0.150400,0.001824,0.072336,173.951,1300,MAXN,53.0,13.2,13.2
4194304,8388608,12582912,4,16,256,0,10,0.736688,0.734272,0.741920,0.001966,0.184172,68.322,1300,MAXN,53.0,13.2,13.2
4194304,8388608,12582912,4,32,256,0,10,0.421168,0.419488,0.422816,0.001120,0.105292,119.505,1300,MAXN,53.0,13.2,13.2
4194304,8388608,12582912,4,64,256,0,10,0.306224,0.304224,0.312576,0.002187,0.076556,164.362,1300,MAXN,53.0,13.2,13.2
4194304,8388608,12582912,4,128,256,0,10,0.321888,0.320224,0.325824,0.001518,0.080472,156.364,1300,MAXN,53.0,13.2,13.2
4194304,8388608,12582912,4,256,256,0,10,0.292448,0.290848,0.296928,0.001627,0.073112,172.105,1300,MAXN,53.0,13.2,13.2
4194304,8388608,12582912,4,512,256,0,10,0.293280,0.292128,0.298848,0.001789,0.073320,171.616,1300,MAXN,53.0,13.2,13.2
4194304,8388608,12582912,4,1024,256,1,10,0.286384,0.285440,0.288224,0.000834,0.071596,175.749,1300,MAXN,53.0,13.2,13.2
4194304,8388608,12582912,8,16,256,0,10,1.470160,1.468480,1.473536,0.001617,0.183770,68.471,1300,MAXN,53.0,13.2,13.2
4194304,8388608,12582912,8,32,256,0,10,0.838336,0.834944,0.842048,0.002220,0.104792,120.075,1300,MAXN,53.0,13.2,13.2
4194304,8388608,12582912,8,64,256,0,10,0.612176,0.606048,0.615200,0.002929,0.076522,164.435,1300,MAXN,53.0,13.2,13.2
4194304,8388608,12582912,8,128,256,0,10,0.640240,0.638624,0.647488,0.002481,0.080030,157.227,1300,MAXN,53.0,13.2,13.2
4194304,8388608,12582912,8,256,256,0,10,0.582000,0.580320,0.584544,0.001418,0.072750,172.961,1300,MAXN,53.0,13.2,13.2
4194304,8388608,12582912,8,512,256,0,10,0.583168,0.581792,0.586048,0.001076,0.072896,172.615,1300,MAXN,53.0,13.2,13.2
4194304,8388608,12582912,8,1024,256,1,10,0.569104,0.567712,0.573632,0.001729,0.071138,176.880,1300,MAXN,53.0,13.2,13.2
4194304,8388608,12582912,16,16,256,0,10,2.937952,2.932704,2.940960,0.002787,0.183622,68.526,1300,MAXN,53.0,13.2,13.2
4194304,8388608,12582912,16,32,256,0,10,1.672080,1.669984,1.680640,0.003290,0.104505,120.405,1300,MAXN,53.0,13.2,13.2
4194304,8388608,12582912,16,64,256,0,10,1.221104,1.215392,1.223968,0.003022,0.076319,164.873,1300,MAXN,53.0,13.2,13.2
4194304,8388608,12582912,16,128,256,0,10,1.279424,1.274944,1.282464,0.002208,0.079964,157.357,1300,MAXN,53.0,13.2,13.2
4194304,8388608,12582912,16,256,256,0,10,1.160912,1.159360,1.172512,0.003706,0.072557,173.421,1300,MAXN,53.0,13.2,13.2
4194304,8388608,12582912,16,512,256,0,10,1.163536,1.161216,1.165216,0.001270,0.072721,173.030,1300,MAXN,53.0,13.2,13.2
4194304,8388608,12582912,16,1024,256,1,10,1.136016,1.134656,1.137408,0.000926,0.071001,177.222,1300,MAXN,53.0,13.2,13.2
4194304,8388608,12582912,32,16,256,0,10,5.871152,5.868128,5.874848,0.002182,0.183474,68.582,1300,MAXN,53.0,13.2,13.2
4194304,8388608,12582912,32,32,256,0,10,3.345568,3.339168,3.357664,0.004919,0.104549,120.354,1300,MAXN,53.0,13.2,13.2
4194304,8388608,12582912,32,64,256,0,10,2.434896,2.432800,2.444736,0.003990,0.076090,165.368,1300,MAXN,53.0,13.2,13.2
4194304,8388608,12582912,32,128,256,0,10,2.552192,2.544704,2.558272,0.003869,0.079756,157.768,1300,MAXN,53.0,13.2,13.2
4194304,8388608,12582912,32,256,256,0,10,2.318080,2.315040,2.323008,0.002180,0.072440,173.701,1300,MAXN,53.0,13.2,13.2
4194304,8388608,12582912,32,512,256,0,10,2.323312,2.321056,2.327488,0.001916,0.072604,173.310,1300,MAXN,53.0,13.2,13.2
4194304,8388608,12582912,32,1024,256,1,10,2.268416,2.266080,2.275776,0.002624,0.070888,177.504,1300,MAXN,53.0,13.2,13.2
4194304,8388608,12582912,1,256,128,0,10,0.082560,0.081696,0.088800,0.001988,0.082560,152.409,1300,MAXN,53.0,13.2,13.2
4194304,8388608,12582912,1,256,256,0,10,0.075632,0.074592,0.079904,0.001430,0.075632,166.370,1300,MAXN,53.0,13.2,13.2
4194304,8388608,12582912,1,256,512,0,10,0.075696,0.075424,0.080544,0.001478,0.075696,166.230,1300,MAXN,53.0,13.2,13.2
6291456,12582912,18874368,1,16,256,0,10,0.274688,0.273536,0.283744,0.002837,0.274688,68.712,1300,MAXN,53.0,13.2,13.2
6291456,12582912,18874368,1,32,256,0,10,0.156992,0.154688,0.162016,0.001923,0.156992,120.225,1300,MAXN,53.0,13.2,13.2
6291456,12582912,18874368,1,64,256,0,10,0.113280,0.111616,0.115840,0.001148,0.113280,166.617,1300,MAXN,53.0,13.2,13.2
6291456,12582912,18874368,1,128,256,0,10,0.119328,0.118624,0.121376,0.000734,0.119328,158.172,1300,MAXN,53.0,13.2,13.2
6291456,12582912,18874368,1,256,256,1,10,0.107936,0.107776,0.112128,0.001256,0.107936,174.866,1300,MAXN,53.0,13.2,13.2
6291456,12582912,18874368,1,512,256,1,10,0.108768,0.108160,0.114400,0.001749,0.108768,173.529,1300,MAXN,53.0,13.2,13.2
6291456,12582912,18874368,1,1024,256,1,10,0.106800,0.105664,0.112576,0.001843,0.106800,176.726,1300,MAXN,53.0,13.2,13.2
6291456,12582912,18874368,2,16,256,0,10,0.545456,0.545024,0.552032,0.002004,0.272728,69.206,1300,MAXN,53.0,13.2,13.2
6291456,12582912,18874368,2,32,256,0,10,0.310096,0.308384,0.314880,0.001681,0.155048,121.732,1300,MAXN,53.0,13.2,13.2
6291456,12582912,18874368,2,64,256,0,10,0.224240,0.223616,0.226624,0.000840,0.112120,168.341,1300,MAXN,53.0,13.2,13.2
