mode,reuse_N,k0_bytes,k1_bytes,combined_read_footprint_bytes,blocks_k0,blocks_k1,threads_per_block,trials,wall_ms_median,agg_GBps_median,k0_GBps_median,k1_GBps_median,single_k0_GBps_ref,single_k1_GBps_ref,scaling_efficiency,gpu_clock_mhz,power_mode,soc_temp_c,cuda_version,driver_version
asymmetric,1,1048576,2621440,7340032,256,1024,256,10,0.065824,167.265,80.412,119.475,270.437,153.360,0.394682,1300,MAXN,55.2,13.2,13.2
asymmetric,2,1048576,2621440,7340032,256,1024,256,10,0.123552,178.225,65.253,127.304,270.437,153.360,0.420544,1300,MAXN,55.2,13.2,13.2
asymmetric,4,1048576,2621440,7340032,256,1024,256,10,0.242032,181.960,58.825,129.972,270.437,153.360,0.429357,1300,MAXN,55.2,13.2,13.2
asymmetric,8,1048576,2621440,7340032,256,1024,256,10,0.473280,186.106,63.172,132.933,270.437,153.360,0.439140,1300,MAXN,55.2,13.2,13.2
asymmetric,16,1048576,2621440,7340032,256,1024,256,10,0.931248,189.166,69.949,135.119,270.437,153.360,0.446361,1300,MAXN,55.2,13.2,13.2
asymmetric,32,1048576,2621440,7340032,256,1024,256,10,1.843296,191.137,74.240,136.526,270.437,153.360,0.451010,1300,MAXN,55.2,13.2,13.2
asymmetric,1,1048576,3145728,8388608,256,1024,256,10,0.074272,169.417,81.277,127.062,270.437,164.709,0.389333,1300,MAXN,55.2,13.2,13.2
asymmetric,2,1048576,3145728,8388608,256,1024,256,10,0.140064,179.674,59.887,134.755,270.437,164.709,0.412905,1300,MAXN,55.2,13.2,13.2
asymmetric,4,1048576,3145728,8388608,256,1024,256,10,0.275664,182.583,52.777,136.937,270.437,164.709,0.419591,1300,MAXN,55.2,13.2,13.2
asymmetric,8,1048576,3145728,8388608,256,1024,256,10,0.538144,187.056,56.248,140.292,270.437,164.709,0.429871,1300,MAXN,55.2,13.2,13.2
asymmetric,16,1048576,3145728,8388608,256,1024,256,10,1.060496,189.842,62.378,142.381,270.437,164.709,0.436272,1300,MAXN,55.2,13.2,13.2
asymmetric,32,1048576,3145728,8388608,256,1024,256,10,2.106096,191.185,66.091,143.388,270.437,164.709,0.439357,1300,MAXN,55.2,13.2,13.2
asymmetric,1,1048576,4194304,10485760,256,1024,256,10,0.090496,173.805,81.512,139.044,270.437,170.371,0.394287,1300,MAXN,55.2,13.2,13.2
asymmetric,2,1048576,4194304,10485760,256,1024,256,10,0.173312,181.507,52.944,145.205,270.437,170.371,0.411759,1300,MAXN,55.2,13.2,13.2
asymmetric,4,1048576,4194304,10485760,256,1024,256,10,0.341040,184.479,43.883,147.583,270.437,170.371,0.418501,1300,MAXN,55.2,13.2,13.2
asymmetric,8,1048576,4194304,10485760,256,1024,256,10,0.669616,187.912,46.285,150.330,270.437,170.371,0.426291,1300,MAXN,55.2,13.2,13.2
asymmetric,16,1048576,4194304,10485760,256,1024,256,10,1.321424,190.445,50.894,152.356,270.437,170.371,0.432036,1300,MAXN,55.2,13.2,13.2
asymmetric,32,1048576,4194304,10485760,256,1024,256,10,2.630560,191.334,53.792,153.067,270.437,170.371,0.434054,1300,MAXN,55.2,13.2,13.2
asymmetric,1,1048576,6291456,14680064,256,1024,256,10,0.123824,177.834,82.125,152.429,270.437,176.726,0.397694,1300,MAXN,55.2,13.2,13.2
asymmetric,2,1048576,6291456,14680064,256,1024,256,10,0.241008,182.733,42.304,156.629,270.437,176.726,0.408650,1300,MAXN,55.2,13.2,13.2
asymmetric,4,1048576,6291456,14680064,256,1024,256,10,0.474608,185.586,32.308,159.073,270.437,176.726,0.415029,1300,MAXN,55.2,13.2,13.2
asymmetric,8,1048576,6291456,14680064,256,1024,256,10,0.940208,187.364,33.497,160.597,270.437,176.726,0.419005,1300,MAXN,55.2,13.2,13.2
asymmetric,16,1048576,6291456,14680064,256,1024,256,10,1.861440,189.274,36.983,162.235,270.437,176.726,0.423277,1300,MAXN,55.2,13.2,13.2
asymmetric,32,1048576,6291456,14680064,256,1024,256,10,3.708992,189.982,38.934,162.842,270.437,176.726,0.424862,1300,MAXN,55.2,13.2,13.2
